Name	ID	NumGenes	ROC	Pvalue	CorrectedPvalue	Same as	GeneMembers
protein heterooligomerization	GO:0051291	75	0.56819009	0.02062576	0.09704581		
respiratory electron transport chain	GO:0022904	84	0.56436064	0.02076941	0.09762635		
serine family amino acid catabolic process	GO:0009071	11	0.67636474	0.020904	0.09816321		
muscle tissue morphogenesis	GO:0060415	56	0.57870298	0.02094674	0.09826817		
ribosome	GO:0005840	153	0.54764261	0.02108401	0.09881589		
negative regulation of cellular component organization	GO:0051129	360	0.5312528	0.02110068	0.09879793		
cofactor biosynthetic process	GO:0051188	102	0.55819952	0.02118894	0.09911489		
positive regulation of interleukin-6 production	GO:0032755	41	0.59162513	0.02120863	0.09911077		
single-organism membrane organization	GO:0044802	428	0.52864678	0.02137711	0.09980129		
circadian rhythm	GO:0007623	66	0.57211346	0.02141708	0.09989108		
nitric oxide mediated signal transduction	GO:0007263	14	0.65567065	0.02150085	0.10018483		
response to peptide hormone	GO:0043434	301	0.53398458	0.02150198	0.10009327		
regulation of glomerular filtration	GO:0003093	10	0.68368648	0.0215913	0.10041204		
positive regulation of peptide secretion	GO:0002793	53	0.579994	0.02210283	0.10269184		
cilium assembly	GO:0042384	80	0.56509664	0.02211084	0.10263009		
regulation of wound healing	GO:0061041	80	0.56506158	0.02216802	0.10279645		
regulation of gluconeogenesis	GO:0006111	25	0.6160282	0.02219821	0.10283748		
mitochondrial outer membrane	GO:0005741	112	0.55496971	0.02230504	0.10323313		
electron transport chain	GO:0022900	86	0.56266587	0.02233197	0.10325857		
developmental growth involved in morphogenesis	GO:0060560	76	0.56663124	0.02234686	0.10322836		
heterotrimeric G-protein complex	GO:0005834	29	0.60760038	0.02238816	0.10332009		
response to lipoprotein particle	GO:0055094	10	0.68236294	0.0223895	0.10322737		
cellular response to interferon-gamma	GO:0071346	79	0.56524675	0.02253286	0.10378901		
glycosyl compound metabolic process	GO:1901657	247	0.53699663	0.02280511	0.10494272		
cellular response to alcohol	GO:0097306	50	0.5817893	0.02282592	0.10493826		
regulation of sequestering of triglyceride	GO:0010889	11	0.67329028	0.02282971	0.10485561		
glutamine metabolic process	GO:0006541	20	0.6288652	0.02283046	0.10475917		
cellular glucose homeostasis	GO:0001678	43	0.58813102	0.02283864	0.10469704		
cellular response to fatty acid	GO:0071398	19	0.63187948	0.0230884	0.10574137		
positive regulation of fatty acid metabolic process	GO:0045923	23	0.6198994	0.02313647	0.10586087		
positive regulation of peptidyl-threonine phosphorylation	GO:0010800	13	0.65893294	0.02325966	0.10632359		
regulation of acyl-CoA biosynthetic process	GO:0050812	12	0.66529034	0.02330613	0.106435		
striated muscle cell differentiation	GO:0051146	132	0.55014717	0.02341894	0.10684892		
cellular response to cAMP	GO:0071320	36	0.595702	0.02347198	0.10698961		
termination of G-protein coupled receptor signaling pathway	GO:0038032	35	0.59702403	0.02350224	0.10702626		
regulation of release of sequestered calcium ion into cytosol	GO:0051279	44	0.58652043	0.02361623	0.10744382		
regulation of calcium ion transmembrane transporter activity	GO:1901019	36	0.59551535	0.02369108	0.10768265	GO:1903169|regulation of calcium ion transmembrane transport, 	
regulation of calcium ion transmembrane transport	GO:1903169	36	0.59551535	0.02369108	0.10768265	GO:1901019|regulation of calcium ion transmembrane transporter activity, 	
positive regulation of developmental growth	GO:0048639	91	0.5601231	0.02378216	0.10799475		
response to pain	GO:0048265	30	0.60445059	0.0238112	0.10802481		
salivary gland development	GO:0007431	32	0.60114502	0.02382459	0.1079839		
striated muscle cell development	GO:0055002	79	0.56442214	0.02392351	0.10833034		
morphogenesis of a branching structure	GO:0001763	159	0.54551868	0.02392986	0.10825733		
sphingolipid biosynthetic process	GO:0030148	47	0.58344856	0.02400036	0.1084744		
cellular response to toxic substance	GO:0097237	11	0.67142463	0.02406733	0.10867515		
mechanoreceptor differentiation	GO:0042490	44	0.58610563	0.02415636	0.10897506		
negative regulation of growth	GO:0045926	186	0.54199817	0.02425487	0.10931707		
primary cilium	GO:0072372	105	0.55574476	0.02428372	0.10934482		
cardiac chamber morphogenesis	GO:0003206	89	0.56044878	0.02441452	0.10983113		
vacuole	GO:0005773	416	0.52823603	0.02444227	0.10985341		
sulfur amino acid metabolic process	GO:0000096	42	0.58785148	0.02449845	0.11000329		
positive regulation of lipid storage	GO:0010884	16	0.64165275	0.02465679	0.1106112		
response to alcohol	GO:0097305	214	0.53902459	0.02472751	0.11082526		
vesicle membrane	GO:0012506	315	0.53226466	0.02473154	0.1107403		
cardiac ventricle morphogenesis	GO:0003208	55	0.57656376	0.02493188	0.11153368		
regulation of voltage-gated calcium channel activity	GO:1901385	11	0.6701551	0.02494035	0.11146808		
mammary gland epithelium development	GO:0061180	51	0.57946607	0.02495822	0.11144456		
nucleoside monophosphate metabolic process	GO:0009123	164	0.54425057	0.02539797	0.11330317		
negative regulation of leukocyte migration	GO:0002686	15	0.64530143	0.0254323	0.11335137		
phospholipid metabolic process	GO:0006644	239	0.53672371	0.02544972	0.11332418		
actin filament-based movement	GO:0030048	54	0.57689576	0.02548512	0.11337701		
alpha-amino acid catabolic process	GO:1901606	75	0.56505587	0.0257571	0.11448127		
associative learning	GO:0008306	54	0.57670863	0.02577068	0.11443608		
positive regulation of cell adhesion	GO:0045785	264	0.53484921	0.02584771	0.11467244		
positive regulation of chemotaxis	GO:0050921	81	0.56254705	0.02587673	0.11469556		
lamellipodium	GO:0030027	115	0.55251024	0.02596025	0.11495999		
negative regulation of calcium ion transmembrane transporter activity	GO:1901020	14	0.64952416	0.02610243	0.11548348	GO:1903170|negative regulation of calcium ion transmembrane transport, 	
negative regulation of calcium ion transmembrane transport	GO:1903170	14	0.64952416	0.02610243	0.11548348	GO:1901020|negative regulation of calcium ion transmembrane transporter activity, 	
camera-type eye morphogenesis	GO:0048593	78	0.56359218	0.02613651	0.11552817		
cardiac muscle tissue morphogenesis	GO:0055008	49	0.58023543	0.02615278	0.11549412		
natural killer cell differentiation	GO:0001779	12	0.66118667	0.02626797	0.11589659		
cyclic-nucleotide-mediated signaling	GO:0019935	25	0.61193243	0.02629801	0.11592299		
immune response-activating signal transduction	GO:0002757	242	0.53623228	0.02630755	0.11585904		
regulation of protein binding	GO:0043393	97	0.55696877	0.02632061	0.11581067		
cochlea development	GO:0090102	32	0.59898968	0.0263277	0.1157362		
organic acid catabolic process	GO:0016054	164	0.54389033	0.02635441	0.11574801	GO:0046395|carboxylic acid catabolic process, 	
carboxylic acid catabolic process	GO:0046395	164	0.54389033	0.02635441	0.11574801	GO:0016054|organic acid catabolic process, 	
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184	83	0.56151977	0.0263978	0.11583298		
phospholipase C-activating G-protein coupled receptor signaling pathway	GO:0007200	57	0.57425323	0.02644901	0.11595208		
regulation of striated muscle cell differentiation	GO:0051153	57	0.57416457	0.02659194	0.1164727		
negative regulation of actin filament bundle assembly	GO:0032232	12	0.66055923	0.02674669	0.1170441		
metanephric nephron epithelium development	GO:0072243	15	0.64367383	0.02679309	0.11714074		
respiratory tube development	GO:0030323	139	0.54736967	0.02702735	0.11805782		
negative regulation of hormone secretion	GO:0046888	49	0.5796163	0.02708156	0.11818746		
regulation of protein homodimerization activity	GO:0043496	15	0.6431394	0.02725268	0.1188266		
positive regulation of membrane potential	GO:0045838	18	0.63074436	0.02725454	0.1187273		
fatty acid metabolic process	GO:0006631	222	0.53745452	0.02742559	0.1193645		
dendritic cell differentiation	GO:0097028	23	0.61557746	0.02744001	0.11931947		
modified amino acid transport	GO:0072337	19	0.62699582	0.02752844	0.11959604		
endothelial cell differentiation	GO:0045446	50	0.57851318	0.02756077	0.11962865		
regulation of phosphoprotein phosphatase activity	GO:0043666	24	0.6130446	0.02756448	0.11953707		
ossification	GO:0001503	168	0.54292406	0.02759488	0.11956126		
endothelium development	GO:0003158	64	0.56931125	0.02761696	0.11954942		
cellular response to external stimulus	GO:0071496	169	0.5427826	0.02763924	0.11953846		
positive regulation of growth	GO:0045927	148	0.54565434	0.02772805	0.11981503		
negative regulation of G-protein coupled receptor protein signaling pathway	GO:0045744	57	0.57341257	0.02783025	0.12014887		
positive regulation of protein export from nucleus	GO:0046827	13	0.65285589	0.02792571	0.12045305		
excitatory synapse	GO:0060076	15	0.64224058	0.02804012	0.12083839		
positive regulation of peptide hormone secretion	GO:0090277	51	0.57740205	0.02810692	0.12101799		
ciliary transition zone	GO:0035869	12	0.65873763	0.02817681	0.12121058		
endothelial cell migration	GO:0043542	44	0.58306233	0.02844233	0.12224367		
nucleoside triphosphate metabolic process	GO:0009141	118	0.55077883	0.02846191	0.12221877		
regulation of protein oligomerization	GO:0032459	23	0.61459737	0.02850239	0.12228364		
focal adhesion	GO:0005925	108	0.55301524	0.02857072	0.12246775		
positive regulation of fibroblast proliferation	GO:0048146	38	0.58914048	0.02871543	0.1229786		
'de novo' protein folding	GO:0006458	35	0.59282848	0.02875492	0.12303835		
mitochondrial envelope	GO:0005740	437	0.52657808	0.02878758	0.12306884		
positive regulation of cytosolic calcium ion concentration	GO:0007204	134	0.5475401	0.02881262	0.12306668		
regulation of myoblast differentiation	GO:0045661	21	0.61958861	0.02883056	0.12303424		
cation-transporting ATPase complex	GO:0090533	12	0.65778129	0.02895205	0.12344333		
epithelial tube branching involved in lung morphogenesis	GO:0060441	19	0.62536048	0.02916534	0.12424282		
renal system vasculature development	GO:0061437	17	0.63243512	0.02921602	0.12434875	GO:0061440|kidney vasculature development, 	
kidney vasculature development	GO:0061440	17	0.63243512	0.02921602	0.12434875	GO:0061437|renal system vasculature development, 	
G1/S transition of mitotic cell cycle	GO:0000082	141	0.54618089	0.02928544	0.12453419	GO:0044843|cell cycle G1/S phase transition, 	
cell cycle G1/S phase transition	GO:0044843	141	0.54618089	0.02928544	0.12453419	GO:0000082|G1/S transition of mitotic cell cycle, 	
regulation of carbohydrate catabolic process	GO:0043470	27	0.60515174	0.02930286	0.12449841	GO:0043471|regulation of cellular carbohydrate catabolic process, 	
regulation of cellular carbohydrate catabolic process	GO:0043471	27	0.60515174	0.02930286	0.12449841	GO:0043470|regulation of carbohydrate catabolic process, 	
positive regulation of cell morphogenesis involved in differentiation	GO:0010770	92	0.55707633	0.02930627	0.1244032		
intracellular receptor signaling pathway	GO:0030522	144	0.54569255	0.02931016	0.12431017		
establishment of endothelial barrier	GO:0061028	17	0.63224576	0.02940061	0.12458413		
phenol-containing compound biosynthetic process	GO:0046189	27	0.60505157	0.02942633	0.12458351		
semaphorin-plexin signaling pathway	GO:0071526	15	0.64052391	0.02959558	0.1251901		
response to inorganic substance	GO:0010035	288	0.53237714	0.02960543	0.12512189		
activin receptor signaling pathway	GO:0032924	17	0.63202781	0.02961425	0.12504947		
epithelium development	GO:0060429	772	0.52006045	0.02971556	0.12536741		
immune response-activating cell surface receptor signaling pathway	GO:0002429	144	0.5455019	0.0298401	0.12578267		
alpha-amino acid metabolic process	GO:1901605	195	0.53910863	0.03001721	0.12641864		
metanephric tubule development	GO:0072170	13	0.65038256	0.03002842	0.12635541		
circadian regulation of gene expression	GO:0032922	19	0.62442691	0.03013395	0.12668881		
negative regulation of cytoplasmic transport	GO:1903650	67	0.5663549	0.0302179	0.12693099		
alcohol biosynthetic process	GO:0046165	86	0.55851578	0.03040676	0.12761304		
cytoplasmic vesicle membrane	GO:0030659	305	0.53126632	0.03047167	0.12777415		
regulation of calcium ion transport into cytosol	GO:0010522	58	0.5712615	0.03050541	0.12780439		
neural nucleus development	GO:0048857	51	0.57586672	0.03065839	0.12833374		
regulation of lipid catabolic process	GO:0050994	37	0.58893821	0.03070841	0.12843154		
response to oxygen levels	GO:0070482	215	0.53706647	0.03071602	0.12835193		
organonitrogen compound catabolic process	GO:1901565	275	0.53278483	0.03091479	0.12907057		
negative regulation of platelet activation	GO:0010544	13	0.64937595	0.03092301	0.12899311		
glycoprotein metabolic process	GO:0009100	300	0.53139052	0.03100991	0.12924373		
metanephros morphogenesis	GO:0003338	17	0.63060939	0.0310357	0.12923941		
regulation of calcium ion import	GO:0090279	17	0.63055579	0.03109047	0.1293557		
oxidoreductase complex	GO:1990204	65	0.56686769	0.03117608	0.12959996		
immune response-regulating cell surface receptor signaling pathway	GO:0002768	249	0.53435563	0.03118347	0.12951892		
cardiac muscle hypertrophy	GO:0003300	15	0.63881534	0.03121258	0.12952819		
activation of MAPK activity	GO:0000187	108	0.55192718	0.03121799	0.12943914		
thymus development	GO:0048538	37	0.58853472	0.03130895	0.12970465		
regulation of vasoconstriction	GO:0019229	35	0.59096524	0.03137865	0.12988174		
cellular response to glucagon stimulus	GO:0071377	30	0.59818046	0.03142055	0.12994354		
vasodilation	GO:0042311	24	0.60961141	0.03153356	0.13029906		
metanephric nephron development	GO:0072210	23	0.61174426	0.03178854	0.13124009		
regulation of appetite	GO:0032098	13	0.64827357	0.03192488	0.13169014		
sphingolipid metabolic process	GO:0006665	100	0.5536112	0.03205185	0.13210079		
cell-matrix adhesion	GO:0007160	88	0.55712874	0.03205277	0.13199168		
chondroitin sulfate biosynthetic process	GO:0030206	20	0.61955228	0.03205794	0.1319002		
glomerulus vasculature development	GO:0072012	16	0.6333928	0.03226053	0.13262052		
inner ear receptor stereocilium organization	GO:0060122	11	0.66067782	0.03230176	0.13267679		
positive regulation of angiogenesis	GO:0045766	84	0.55833312	0.03235638	0.13278794		
terpenoid metabolic process	GO:0006721	76	0.56128307	0.03241766	0.13292618		
positive regulation of digestive system process	GO:0060456	10	0.66801651	0.03268181	0.13389536		
endochondral bone morphogenesis	GO:0060350	45	0.5794969	0.03270699	0.13388469		
activation of MAPKK activity	GO:0000186	49	0.57620397	0.03271108	0.13378776		
ephrin receptor signaling pathway	GO:0048013	24	0.60863538	0.03274181	0.13379987		
regulation of Notch signaling pathway	GO:0008593	40	0.58422769	0.03280272	0.13393518		
single organismal cell-cell adhesion	GO:0016337	328	0.52962732	0.03287673	0.13412371		
positive regulation of cardiac muscle tissue growth	GO:0055023	18	0.62522694	0.03288544	0.13404572		
protein targeting to plasma membrane	GO:0072661	19	0.62184361	0.03295155	0.13420167		
regulation of long-term neuronal synaptic plasticity	GO:0048169	25	0.60622995	0.03302832	0.1344007		
activation of cysteine-type endopeptidase activity	GO:0097202	72	0.56257364	0.0332368	0.13513496		
endosome	GO:0005768	504	0.52396209	0.03327218	0.13516471		
regulation of phospholipase C activity	GO:1900274	58	0.56974292	0.03338236	0.13549808		
cellular amino acid catabolic process	GO:0009063	95	0.5544502	0.0333947	0.13543405		
organelle outer membrane	GO:0031968	131	0.54640544	0.03343618	0.13548824		
regulation of neural precursor cell proliferation	GO:2000177	44	0.57995611	0.03344497	0.13540999		
ventricular system development	GO:0021591	17	0.62802978	0.03376255	0.136581		
eye morphogenesis	GO:0048592	109	0.55070023	0.03381157	0.13666454		
negative regulation of transmembrane transport	GO:0034763	30	0.59645412	0.03383356	0.1366388		
interstitial matrix	GO:0005614	14	0.64090952	0.0338753	0.13669278		
positive regulation of acute inflammatory response	GO:0002675	21	0.61505092	0.03399783	0.13707242		
